Country,Code,Year,Population,LifeExp,GDPperCap,Continent_Name
Venezuela,VEN,1957,7286000.0,58.125,5649.0,South America
Mauritania,MRT,1957,780000.0,42.391999999999996,927.0,Africa
North Korea,PRK,1957,10547000.0,49.021,795.0,Asia
Belgium,BEL,1957,8998000.0,69.343,8799.0,Europe
Bangladesh,BGD,1957,44233000.0,43.582,1092.0,Asia
Albania,ALB,1957,1500000.0,58.968999999999994,1873.0,Europe
Lebanon,LBN,1957,1637000.0,62.257,10195.0,Asia
Philippines,PHL,1957,23752000.0,59.588,1707.0,Asia
Uruguay,URY,1957,2437000.0,67.028,7416.0,South America
Syria,SYR,1957,4159000.0,50.211999999999996,3465.0,Asia
Lesotho,LSO,1957,794000.0,47.006,473.0,Africa
Gabon,GAB,1957,489000.0,38.762,4886.0,Africa
Saudi Arabia,SAU,1957,3752000.0,44.145,6200.0,Asia
Singapore,SGP,1957,1440000.0,63.784,1963.0,Asia
Palestine,PSE,1957,1018000.0,47.995,1029.0,Asia
Pakistan,PAK,1957,42111000.0,42.391000000000005,1099.0,Asia
Sierra Leone,SLE,1957,2223000.0,30.526999999999997,1915.0,Africa
Uganda,UGA,1957,6206000.0,42.628,1194.0,Africa
Brazil,BRA,1957,66221000.0,52.725,1913.0,South America
Guatemala,GTM,1957,3850000.0,45.192,2094.0,North America
Gambia,GMB,1958,350000.0,31.584,1907.0,Africa
Togo,TGO,1958,1536000.0,38.994,1022.0,Africa
Mexico,MEX,1958,35488000.0,55.696000000000005,3256.0,North America
Philippines,PHL,1958,24567000.0,60.141999999999996,1724.0,Asia
Albania,ALB,1958,1543000.0,60.065,1958.0,Europe
Ethiopia,ETH,1958,21201000.0,37.071,721.0,Africa
United States,USA,1958,180788000.0,69.734,16945.0,North America
Iceland,ISL,1958,168000.0,73.273,11386.0,Europe
Taiwan,TWN,1958,10164000.0,63.206,2016.0,Asia
Guinea-Bissau,GNB,1958,601000.0,36.963,799.0,Africa
Botswana,BWA,1958,486000.0,48.118,1238.0,Africa
Iraq,IRQ,1958,6951000.0,45.559,5445.0,Asia
Cape Verde,CPV,1958,198000.0,48.224,1135.0,Africa
Eswatini,SWZ,1958,323000.0,42.783,835.0,Africa
Dominica,DMA,1958,58000.0,58.382,3089.0,North America
Peru,PER,1958,9606000.0,46.773,2403.0,South America
Canada,CAN,1958,17005000.0,70.438,13644.0,North America
Gabon,GAB,1958,493000.0,39.065,5029.0,Africa
Puerto Rico,PRI,1958,2240000.0,68.087,6640.0,North America
Honduras,HND,1958,1927000.0,44.934,1986.0,North America
Slovenia,SVN,1958,1564000.0,68.112,5534.0,Europe
Sri Lanka,LKA,1958,9412000.0,58.496,1514.0,Asia
United Kingdom,GBR,1958,51755000.0,70.658,11132.0,Europe
Japan,JPN,1958,91878000.0,66.727,4324.0,Asia
Congo,COG,1958,972000.0,44.411,1358.0,Africa
Bulgaria,BGR,1958,7754000.0,67.312,4439.0,Europe
Guinea,GIN,1958,3383000.0,34.455999999999996,1362.0,Africa
Poland,POL,1958,28733000.0,66.238,3924.0,Europe
Vietnam,VNM,1958,30754000.0,57.662,1061.0,Asia
Montenegro,MNE,1958,470000.0,62.47,3688.0,Europe
Morocco,MAR,1958,11578000.0,47.643,2588.0,Africa
Lebanon,LBN,1958,1691000.0,62.608999999999995,8587.0,Asia
Germany,DEU,1958,72548000.0,69.044,10150.0,Europe
Portugal,PRT,1958,8778000.0,62.575,3571.0,Europe
Djibouti,DJI,1958,76000.0,43.17,4724.0,Africa
Guatemala,GTM,1958,3968000.0,45.692,2153.0,North America
Pakistan,PAK,1958,43011000.0,43.394,1063.0,Asia
Panama,PAN,1958,1069000.0,59.79600000000001,2502.0,North America
Switzerland,CHE,1958,5128000.0,70.8,12943.0,Europe
Lesotho,LSO,1958,808000.0,47.343999999999994,482.0,Africa
Brazil,BRA,1958,68140000.0,53.187,2059.0,South America
Paraguay,PRY,1958,1807000.0,63.431999999999995,1265.0,South America
Senegal,SEN,1958,3038000.0,37.709,2377.0,Africa
Mongolia,MNG,1958,910000.0,46.598,848.0,Asia
Ghana,GHA,1958,6247000.0,44.924,2118.0,Africa
Afghanistan,AFG,1958,8680000.0,31.403000000000002,2684.0,Asia
Mozambique,MOZ,1958,6894000.0,38.372,526.0,Africa
Argentina,ARG,1958,19810000.0,64.694,9554.0,South America
Mauritius,MUS,1958,623000.0,56.512,3406.0,Africa
Croatia,HRV,1958,4130000.0,63.876999999999995,4915.0,Europe
El Salvador,SLV,1958,2620000.0,48.538999999999994,1544.0,North America
Israel,ISR,1958,1910000.0,70.148,6120.0,Asia
Singapore,SGP,1958,1508000.0,64.415,1967.0,Asia
South Korea,KOR,1958,23766000.0,53.418,1510.0,Asia
Finland,FIN,1958,4363000.0,68.319,7378.0,Europe
Comoros,COM,1958,185000.0,40.66,1005.0,Africa
Uruguay,URY,1958,2471000.0,67.282,7127.0,South America
Cyprus,CYP,1958,559000.0,68.92399999999999,4599.0,Europe
Cyprus,CYP,1958,559000.0,68.92399999999999,4599.0,Asia
Sweden,SWE,1958,7391000.0,72.965,10965.0,Europe
Palestine,PSE,1958,1032000.0,48.41,1053.0,Asia
Ireland,IRL,1958,2816000.0,69.288,5438.0,Europe
Dominican Republic,DOM,1958,3079000.0,50.162,1925.0,North America
Tunisia,TUN,1958,4077000.0,40.913000000000004,1875.0,Africa
Turkey,TUR,1958,26156000.0,43.996,2997.0,Europe
Turkey,TUR,1958,26156000.0,43.996,2997.0,Asia
Venezuela,VEN,1958,7565000.0,58.702,5687.0,South America
Laos,LAO,1958,2026000.0,42.59,676.0,Asia
South Africa,ZAF,1958,16299000.0,47.617,5804.0,Africa
Saudi Arabia,SAU,1958,3855000.0,44.64,6403.0,Asia
Haiti,HTI,1958,3719000.0,40.856,2756.0,North America
Iran,IRN,1958,20811000.0,43.79600000000001,2848.0,Asia
Benin,BEN,1958,2371000.0,36.357,1193.0,Africa
Jordan,JOR,1958,833000.0,51.056999999999995,2674.0,Asia
Kenya,KEN,1958,7638000.0,45.456,1431.0,Africa
Liberia,LBR,1958,1073000.0,33.783,856.0,Africa
France,FRA,1958,44659000.0,69.586,9559.0,Europe
Serbia,SRB,1958,7440000.0,61.867,2268.0,Europe
Australia,AUS,1958,9809000.0,70.521,14770.0,Oceania
Namibia,NAM,1958,606000.0,44.948,3584.0,Africa
Myanmar,MMR,1958,20820000.0,41.191,684.0,Asia
Greece,GRC,1958,8180000.0,67.432,4277.0,Europe
Trinidad and Tobago,TTO,1958,808000.0,61.25,7065.0,North America
Mauritania,MRT,1958,803000.0,43.06,949.0,Africa
Central African Republic,CAF,1958,1457000.0,35.33,1383.0,Africa
Ecuador,ECU,1958,4296000.0,51.824,2775.0,South America
Zimbabwe,ZWE,1958,3537000.0,52.098,2382.0,Africa
Niger,NER,1958,3206000.0,34.871,1292.0,Africa
Colombia,COL,1958,15090000.0,56.076,3263.0,South America
Oman,OMN,1958,528000.0,40.978,1813.0,Asia
Burkina Faso,BFA,1958,4699000.0,33.512,1540.0,Africa
Hungary,HUN,1958,9945000.0,67.189,4048.0,Europe
Rwanda,RWA,1958,2782000.0,41.941,701.0,Africa
Sao Tome and Principe,STP,1958,62000.0,49.31100000000001,1219.0,Africa
India,IND,1958,433380992.0,40.225,1393.0,Asia
Equatorial Guinea,GNQ,1958,248000.0,35.855,1017.0,Africa
Austria,AUT,1958,7008000.0,68.249,7837.0,Europe
Costa Rica,CRI,1958,1236000.0,59.101000000000006,3786.0,North America
Libya,LBY,1958,1358000.0,39.719,4896.0,Africa
Sudan,SDN,1958,7122000.0,47.312,1971.0,Africa
Norway,NOR,1958,3523000.0,73.472,10052.0,Europe
Zambia,ZMB,1958,2892000.0,45.81,1392.0,Africa
Malaysia,MYS,1958,7678000.0,58.848,2453.0,Asia
Chile,CHL,1958,7801000.0,56.468999999999994,5272.0,South America
Democratic Republic of Congo,COD,1958,14509000.0,40.650999999999996,2233.0,Africa
Tanzania,TZA,1958,9494000.0,43.056999999999995,1317.0,Africa
Romania,ROU,1958,18203000.0,63.972,1526.0,Europe
Uganda,UGA,1958,6379000.0,43.196000000000005,1167.0,Africa
Spain,ESP,1958,29811000.0,68.02,5740.0,Europe
Denmark,DNK,1958,4522000.0,72.111,11182.0,Europe
Malawi,MWI,1958,3495000.0,36.133,1053.0,Africa
Syria,SYR,1958,4292000.0,50.795,2864.0,Asia
Cuba,CUB,1958,6881000.0,62.636,4255.0,North America
Cote d'Ivoire,CIV,1958,3282000.0,34.375,1948.0,Africa
Sierra Leone,SLE,1958,2253000.0,30.875,1911.0,Africa
Bosnia and Herzegovina,BIH,1958,3107000.0,58.882,765.0,Europe
Nepal,NPL,1958,9787000.0,35.034,672.0,Asia
North Korea,PRK,1958,10844000.0,50.091,813.0,Asia
Bolivia,BOL,1958,3519000.0,41.18600000000001,1233.0,South America
Cameroon,CMR,1958,4976000.0,40.853,1033.0,Africa
Thailand,THA,1958,25834000.0,53.607,1185.0,Asia
Jamaica,JAM,1958,1592000.0,63.885,3960.0,North America
Bangladesh,BGD,1958,45435000.0,44.19,1050.0,Asia
Malta,MLT,1958,312000.0,68.925,2254.0,Europe
Nigeria,NGA,1958,43412000.0,36.053000000000004,2080.0,Africa
Belgium,BEL,1958,9054000.0,69.586,8844.0,Europe
North Macedonia,MKD,1958,1451000.0,59.31,2855.0,Europe
Burundi,BDI,1958,2689000.0,40.674,940.0,Africa
Luxembourg,LUX,1958,310000.0,67.75399999999999,16079.0,Europe
Hong Kong,HKG,1958,2828000.0,66.22,4718.0,Asia
Italy,ITA,1958,49110000.0,68.582,6301.0,Europe
Barbados,BRB,1958,230000.0,62.72,6554.0,North America
Mali,MLI,1958,5147000.0,27.964000000000002,1196.0,Africa
Nicaragua,NIC,1958,1663000.0,45.732,2209.0,North America
Chad,TCD,1958,2891000.0,37.492,1468.0,Africa
Cambodia,KHM,1958,5441000.0,41.067,697.0,Asia
New Zealand,NZL,1958,2276000.0,70.77600000000001,12808.0,Oceania
Netherlands,NLD,1958,11144000.0,73.027,9877.0,Europe
Indonesia,IDN,1958,83284000.0,45.407,1400.0,Asia
Saint Lucia,LCA,1958,88000.0,55.028,2472.0,North America
China,CHN,1958,640296000.0,43.858000000000004,1073.0,Asia
Egypt,EGY,1958,25209000.0,46.72,1579.0,Africa
Seychelles,SYC,1958,40000.0,63.01,5673.0,Africa
Madagascar,MDG,1958,4865000.0,38.993,1108.0,Africa
Yemen,YEM,1958,5169000.0,29.625,1106.0,Asia
Portugal,PRT,1959,8814000.0,62.994,3723.0,Europe
Sudan,SDN,1959,7329000.0,47.75899999999999,2135.0,Africa
Taiwan,TWN,1959,10512000.0,63.739,2086.0,Asia
Cyprus,CYP,1959,567000.0,69.277,4814.0,Asia
Cyprus,CYP,1959,567000.0,69.277,4814.0,Europe
Afghanistan,AFG,1959,8834000.0,31.925,2705.0,Asia
Uruguay,URY,1959,2505000.0,67.538,6732.0,South America
Guinea-Bissau,GNB,1959,609000.0,37.216,803.0,Africa
Haiti,HTI,1959,3792000.0,41.323,2577.0,North America
Ethiopia,ETH,1959,21662000.0,37.742,727.0,Africa
Congo,COG,1959,995000.0,45.077,1380.0,Africa
Philippines,PHL,1959,25406000.0,60.648999999999994,1843.0,Asia
Albania,ALB,1959,1589000.0,61.18600000000001,2038.0,Europe
Iraq,IRQ,1959,7116000.0,46.803000000000004,5547.0,Asia
Ireland,IRL,1959,2801000.0,69.545,5596.0,Europe
Poland,POL,1959,29186000.0,66.824,3974.0,Europe
Laos,LAO,1959,2073000.0,42.897,682.0,Asia
Colombia,COL,1959,15565000.0,56.692,3349.0,South America
Comoros,COM,1959,188000.0,41.051,1040.0,Africa
Tanzania,TZA,1959,9768000.0,43.336000000000006,1344.0,Africa
Democratic Republic of Congo,COD,1959,14872000.0,40.879,2194.0,Africa
Romania,ROU,1959,18420000.0,64.861,1706.0,Europe
Oman,OMN,1959,539000.0,41.832,1884.0,Asia
Trinidad and Tobago,TTO,1959,829000.0,61.753,7240.0,North America
Liberia,LBR,1959,1096000.0,34.009,883.0,Africa
Sweden,SWE,1959,7436000.0,73.104,11310.0,Europe
Norway,NOR,1959,3553000.0,73.49,10386.0,Europe
Greece,GRC,1959,8229000.0,67.842,4389.0,Europe
Zambia,ZMB,1959,2980000.0,46.26,1662.0,Africa
Cuba,CUB,1959,7005000.0,63.232,4378.0,North America
Paraguay,PRY,1959,1855000.0,63.653,1232.0,South America
Libya,LBY,1959,1402000.0,41.092,5105.0,Africa
Eswatini,SWZ,1959,330000.0,43.183,862.0,Africa
Australia,AUS,1959,10029000.0,70.64399999999999,15301.0,Oceania
Cape Verde,CPV,1959,199000.0,48.323,1230.0,Africa
Kenya,KEN,1959,7874000.0,46.102,1416.0,Africa
Slovenia,SVN,1959,1576000.0,68.429,5810.0,Europe
Cambodia,KHM,1959,5579000.0,41.146,745.0,Asia
Malawi,MWI,1959,3576000.0,36.404,1149.0,Africa
Luxembourg,LUX,1959,312000.0,68.086,16506.0,Europe
Rwanda,RWA,1959,2863000.0,42.281000000000006,724.0,Africa
Bangladesh,BGD,1959,46701000.0,44.787,1084.0,Asia
North Macedonia,MKD,1959,1470000.0,59.985,2925.0,Europe
Nigeria,NGA,1959,44255000.0,36.514,2262.0,Africa
New Zealand,NZL,1959,2323000.0,70.899,13515.0,Oceania
Seychelles,SYC,1959,41000.0,63.2,5813.0,Africa
El Salvador,SLV,1959,2691000.0,49.253,1564.0,North America
Indonesia,IDN,1959,85478000.0,46.041000000000004,1437.0,Asia
Saint Lucia,LCA,1959,89000.0,55.883,2596.0,North America
Costa Rica,CRI,1959,1283000.0,59.739,3683.0,North America
Niger,NER,1959,3296000.0,34.961999999999996,1310.0,Africa
Austria,AUT,1959,7037000.0,68.592,8081.0,Europe
Syria,SYR,1959,4430000.0,51.38,2846.0,Asia
Sierra Leone,SLE,1959,2284000.0,31.219,1960.0,Africa
Nicaragua,NIC,1959,1717000.0,46.363,2253.0,North America
Peru,PER,1959,9875000.0,47.388000000000005,2299.0,South America
United Kingdom,GBR,1959,52046000.0,70.773,11525.0,Europe
Guinea,GIN,1959,3438000.0,34.679,1401.0,Africa
Vietnam,VNM,1959,31698000.0,58.354,1070.0,Asia
Lebanon,LBN,1959,1747000.0,62.945,9143.0,Asia
Equatorial Guinea,GNQ,1959,252000.0,36.196,1059.0,Africa
Honduras,HND,1959,1982000.0,45.598,1905.0,North America
Yemen,YEM,1959,5241000.0,29.747,1111.0,Asia
Barbados,BRB,1959,230000.0,63.648,6820.0,North America
Thailand,THA,1959,26600000.0,54.156000000000006,1277.0,Asia
Central African Republic,CAF,1959,1479000.0,35.789,1408.0,Africa
Cameroon,CMR,1959,5074000.0,41.317,1055.0,Africa
Madagascar,MDG,1959,4980000.0,39.478,1127.0,Africa
Spain,ESP,1959,30097000.0,68.509,5577.0,Europe
North Korea,PRK,1959,11145000.0,50.81100000000001,819.0,Asia
Puerto Rico,PRI,1959,2264000.0,68.455,7164.0,North America
Canada,CAN,1959,17436000.0,70.657,13798.0,North America
Cote d'Ivoire,CIV,1959,3387000.0,35.233000000000004,1964.0,Africa
Argentina,ARG,1959,20146000.0,64.896,8665.0,South America
Germany,DEU,1959,72955000.0,69.277,10875.0,Europe
Mauritius,MUS,1959,641000.0,57.678000000000004,3513.0,Africa
Denmark,DNK,1959,4551000.0,72.202,12056.0,Europe
Sao Tome and Principe,STP,1959,64000.0,49.843,1091.0,Africa
Myanmar,MMR,1959,21273000.0,41.8,777.0,Asia
Serbia,SRB,1959,7499000.0,62.395,2916.0,Europe
Ghana,GHA,1959,6435000.0,45.391000000000005,2605.0,Africa
Togo,TGO,1959,1560000.0,39.648,1036.0,Africa
Switzerland,CHE,1959,5198000.0,70.995,13914.0,Europe
South Korea,KOR,1959,24553000.0,54.417,1511.0,Asia
Burkina Faso,BFA,1959,4764000.0,33.971,1558.0,Africa
Dominican Republic,DOM,1959,3185000.0,50.887,1933.0,North America
Tunisia,TUN,1959,4125000.0,41.441,1767.0,Africa
Hungary,HUN,1959,9973000.0,67.63,4246.0,Europe
France,FRA,1959,45138000.0,69.9,9748.0,Europe
Burundi,BDI,1959,2743000.0,40.976000000000006,977.0,Africa
Senegal,SEN,1959,3121000.0,37.996,2376.0,Africa
Hong Kong,HKG,1959,2941000.0,66.813,4873.0,Asia
Malaysia,MYS,1959,7910000.0,59.43600000000001,2468.0,Asia
China,CHN,1959,650212992.0,43.7,988.0,Asia
Croatia,HRV,1959,4162000.0,64.314,5322.0,Europe
Dominica,DMA,1959,59000.0,58.96,3005.0,North America
Uganda,UGA,1959,6566000.0,43.773,1190.0,Africa
Brazil,BRA,1959,70123000.0,53.66,2124.0,South America
Zimbabwe,ZWE,1959,3654000.0,52.556000000000004,2596.0,Africa
Turkey,TUR,1959,26809000.0,44.668,3012.0,Europe
Turkey,TUR,1959,26809000.0,44.668,3012.0,Asia
Belgium,BEL,1959,9110000.0,69.796,9104.0,Europe
Montenegro,MNE,1959,478000.0,63.135,3916.0,Europe
Italy,ITA,1959,49388000.0,68.859,6722.0,Europe
Japan,JPN,1959,92782000.0,67.322,4652.0,Asia
Mongolia,MNG,1959,931000.0,47.481,874.0,Asia
Mali,MLI,1959,5205000.0,28.076999999999998,1186.0,Africa
Chile,CHL,1959,7965000.0,56.838,4863.0,South America
Mozambique,MOZ,1959,7036000.0,38.93,544.0,Africa
Benin,BEN,1959,2400000.0,36.815,1224.0,Africa
Venezuela,VEN,1959,7850000.0,59.272,5881.0,South America
Saudi Arabia,SAU,1959,3966000.0,45.137,6946.0,Asia
Morocco,MAR,1959,11951000.0,48.045,2531.0,Africa
Jordan,JOR,1959,886000.0,51.858000000000004,2631.0,Asia
Egypt,EGY,1959,25913000.0,47.416000000000004,1618.0,Africa
Chad,TCD,1959,2945000.0,37.757,1496.0,Africa
Netherlands,NLD,1959,11295000.0,73.158,10382.0,Europe
South Africa,ZAF,1959,16691000.0,48.022,5713.0,Africa
Lesotho,LSO,1959,822000.0,47.648,487.0,Africa
Panama,PAN,1959,1100000.0,60.335,2790.0,North America
Israel,ISR,1959,1983000.0,70.347,6678.0,Asia
Guatemala,GTM,1959,4088000.0,46.193999999999996,2199.0,North America
Finland,FIN,1959,4400000.0,68.536,7804.0,Europe
Palestine,PSE,1959,1048000.0,48.864,1104.0,Asia
Iran,IRN,1959,21351000.0,44.373999999999995,3003.0,Asia
Bosnia and Herzegovina,BIH,1959,3165000.0,59.641999999999996,893.0,Europe
Namibia,NAM,1959,620000.0,45.72,3698.0,Africa
Mauritania,MRT,1959,826000.0,43.74,973.0,Africa
Singapore,SGP,1959,1572000.0,64.98100000000001,2211.0,Asia
Mexico,MEX,1959,36612000.0,56.418,3259.0,North America
Jamaica,JAM,1959,1609000.0,64.36,4108.0,North America
Gabon,GAB,1959,497000.0,39.365,5173.0,Africa
India,IND,1959,441799008.0,40.821999999999996,1353.0,Asia
Gambia,GMB,1959,358000.0,31.809,1944.0,Africa
Bulgaria,BGR,1959,7819000.0,68.104,4749.0,Europe
Malta,MLT,1959,312000.0,69.21300000000001,2275.0,Europe
Nepal,NPL,1959,9945000.0,35.282,683.0,Asia
Botswana,BWA,1959,494000.0,48.657,1224.0,Africa
Djibouti,DJI,1959,80000.0,43.604,4856.0,Africa
Bolivia,BOL,1959,3587000.0,41.498000000000005,1245.0,South America
Iceland,ISL,1959,172000.0,73.363,11521.0,Europe
Sri Lanka,LKA,1959,9641000.0,58.952,1495.0,Asia
Pakistan,PAK,1959,43971000.0,44.364,1087.0,Asia
Ecuador,ECU,1959,4418000.0,52.407,2839.0,South America
United States,USA,1959,183786000.0,69.848,17901.0,North America
Lesotho,LSO,1960,837000.0,47.919,514.0,Africa
Serbia,SRB,1960,7557000.0,62.928000000000004,2964.0,Europe
Syria,SYR,1960,4574000.0,51.971000000000004,2770.0,Asia
Guatemala,GTM,1960,4211000.0,46.702,2147.0,North America
Singapore,SGP,1960,1633000.0,65.475,2365.0,Asia
Cambodia,KHM,1960,5722000.0,41.242,769.0,Asia
Lebanon,LBN,1960,1805000.0,63.266999999999996,9210.0,Asia
Trinidad and Tobago,TTO,1960,848000.0,62.222,7773.0,North America
Togo,TGO,1960,1581000.0,40.297,1102.0,Africa
Burkina Faso,BFA,1960,4829000.0,34.431999999999995,1557.0,Africa
Hungary,HUN,1960,10001000.0,68.025,4507.0,Europe
Sri Lanka,LKA,1960,9874000.0,59.369,1508.0,Asia
Tunisia,TUN,1960,4178000.0,42.021,1950.0,Africa
Cameroon,CMR,1960,5177000.0,41.785,1067.0,Africa
Madagascar,MDG,1960,5099000.0,39.961999999999996,1121.0,Africa
Seychelles,SYC,1960,42000.0,63.395,6103.0,Africa
Kenya,KEN,1960,8120000.0,46.76,1396.0,Africa
China,CHN,1960,660408000.0,43.725,923.0,Asia
Malawi,MWI,1960,3660000.0,36.672,1092.0,Africa
Finland,FIN,1960,4435000.0,68.72,8428.0,Europe
Palestine,PSE,1960,1069000.0,49.356,1156.0,Asia
South Korea,KOR,1960,25330000.0,55.18899999999999,1487.0,Asia
Iran,IRN,1960,21907000.0,44.946999999999996,3198.0,Asia
Dominican Republic,DOM,1960,3294000.0,51.602,2035.0,North America
Thailand,THA,1960,27397000.0,54.701,1368.0,Asia
Bulgaria,BGR,1960,7886000.0,68.824,5153.0,Europe
Argentina,ARG,1960,20482000.0,65.055,8928.0,South America
Bangladesh,BGD,1960,48014000.0,45.379,1151.0,Asia
Sweden,SWE,1960,7483000.0,73.23100000000001,11391.0,Europe
Cuba,CUB,1960,7141000.0,63.833999999999996,4360.0,North America
Democratic Republic of Congo,COD,1960,15248000.0,41.098,2119.0,Africa
Honduras,HND,1960,2039000.0,46.273999999999994,1972.0,North America
Canada,CAN,1960,17847000.0,70.866,13626.0,North America
Pakistan,PAK,1960,44989000.0,45.299,1096.0,Asia
Ghana,GHA,1960,6635000.0,45.843,2753.0,Africa
Cape Verde,CPV,1960,202000.0,48.461000000000006,1284.0,Africa
Sierra Leone,SLE,1960,2318000.0,31.566,1962.0,Africa
Haiti,HTI,1960,3866000.0,41.762,2690.0,North America
Mexico,MEX,1960,37772000.0,57.077,3380.0,North America
Croatia,HRV,1960,4193000.0,64.737,5812.0,Europe
Germany,DEU,1960,73414000.0,69.497,11587.0,Europe
Mauritania,MRT,1960,850000.0,44.431999999999995,1037.0,Africa
Denmark,DNK,1960,4581000.0,72.27600000000001,12053.0,Europe
Laos,LAO,1960,2121000.0,43.20399999999999,688.0,Asia
Jordan,JOR,1960,933000.0,52.651,2623.0,Asia
United States,USA,1960,186720992.0,69.94,18058.0,North America
Hong Kong,HKG,1960,3046000.0,67.399,5002.0,Asia
Brazil,BRA,1960,72179000.0,54.143,2280.0,South America
Cyprus,CYP,1960,573000.0,69.618,4525.0,Europe
Cyprus,CYP,1960,573000.0,69.618,4525.0,Asia
Taiwan,TWN,1960,10876000.0,64.19,2115.0,Asia
Nepal,NPL,1960,10105000.0,35.583,689.0,Asia
Guinea-Bissau,GNB,1960,616000.0,37.478,841.0,Africa
Vietnam,VNM,1960,32670000.0,59.038999999999994,1080.0,Asia
Mali,MLI,1960,5264000.0,28.199,1164.0,Africa
Malta,MLT,1960,313000.0,69.443,2381.0,Europe
Libya,LBY,1960,1448000.0,42.608999999999995,6353.0,Africa
Luxembourg,LUX,1960,315000.0,68.404,15880.0,Europe
Venezuela,VEN,1960,8142000.0,59.831,5707.0,South America
Mauritius,MUS,1960,660000.0,58.787,3465.0,Africa
Greece,GRC,1960,8274000.0,68.248,4490.0,Europe
South Africa,ZAF,1960,17100000.0,48.406000000000006,5802.0,Africa
Chad,TCD,1960,3002000.0,38.02,1482.0,Africa
Liberia,LBR,1960,1119000.0,34.264,887.0,Africa
Guinea,GIN,1960,3494000.0,34.89,1419.0,Africa
Malaysia,MYS,1960,8156000.0,59.99100000000001,2480.0,Asia
Djibouti,DJI,1960,84000.0,44.038000000000004,5027.0,Africa
Central African Republic,CAF,1960,1502000.0,36.249,1395.0,Africa
Burundi,BDI,1960,2798000.0,41.281000000000006,973.0,Africa
Slovenia,SVN,1960,1587000.0,68.695,6604.0,Europe
Senegal,SEN,1960,3207000.0,38.223,2337.0,Africa
Sudan,SDN,1960,7544000.0,48.193999999999996,2106.0,Africa
Israel,ISR,1960,2060000.0,70.53699999999999,6629.0,Asia
Mozambique,MOZ,1960,7185000.0,39.439,546.0,Africa
Nigeria,NGA,1960,45138000.0,36.976,2179.0,Africa
Turkey,TUR,1960,27472000.0,45.369,3059.0,Asia
Afghanistan,AFG,1960,8997000.0,32.446,2744.0,Asia
Portugal,PRT,1960,8845000.0,63.412,3900.0,Europe
Indonesia,IDN,1960,87751000.0,46.663999999999994,1475.0,Asia
Uganda,UGA,1960,6767000.0,44.358999999999995,1210.0,Africa
Gambia,GMB,1960,365000.0,32.054,1994.0,Africa
Turkey,TUR,1960,27472000.0,45.369,3059.0,Europe
Mongolia,MNG,1960,956000.0,48.391999999999996,900.0,Asia
Poland,POL,1960,29614000.0,67.34,4126.0,Europe
Montenegro,MNE,1960,487000.0,63.82,4339.0,Europe
New Zealand,NZL,1960,2373000.0,71.0,12677.0,Oceania
Ethiopia,ETH,1960,22151000.0,38.419000000000004,750.0,Africa
Nicaragua,NIC,1960,1773000.0,46.998000000000005,2118.0,North America
Congo,COG,1960,1018000.0,45.721000000000004,1396.0,Africa
Uruguay,URY,1960,2539000.0,67.783,6867.0,South America
Ireland,IRL,1960,2791000.0,69.76,5809.0,Europe
Saint Lucia,LCA,1960,90000.0,56.739,2707.0,North America
Netherlands,NLD,1960,11449000.0,73.268,10770.0,Europe
Iraq,IRQ,1960,7290000.0,48.022,6053.0,Asia
Spain,ESP,1960,30402000.0,68.958,5472.0,Europe
United Kingdom,GBR,1960,52371000.0,70.87,12000.0,Europe
Puerto Rico,PRI,1960,2295000.0,68.73899999999999,7566.0,North America
Zimbabwe,ZWE,1960,3777000.0,53.019,2710.0,Africa
Yemen,YEM,1960,5315000.0,29.919,1116.0,Asia
Belgium,BEL,1960,9167000.0,69.973,9113.0,Europe
Peru,PER,1960,10155000.0,48.012,2486.0,South America
Saudi Arabia,SAU,1960,4087000.0,45.638000000000005,7510.0,Asia
Italy,ITA,1960,49700000.0,69.117,7067.0,Europe
Iceland,ISL,1960,176000.0,73.42699999999999,11314.0,Europe
Botswana,BWA,1960,503000.0,49.178999999999995,1200.0,Africa
Equatorial Guinea,GNQ,1960,255000.0,36.535,1150.0,Africa
Philippines,PHL,1960,26270000.0,61.105,1779.0,Asia
Dominica,DMA,1960,60000.0,59.537,3049.0,North America
Barbados,BRB,1960,231000.0,64.472,7175.0,North America
Japan,JPN,1960,93674000.0,67.887,5185.0,Asia
Albania,ALB,1960,1636000.0,62.283,2142.0,Europe
El Salvador,SLV,1960,2766000.0,49.95,1526.0,North America
Costa Rica,CRI,1960,1331000.0,60.381,3823.0,North America
Zambia,ZMB,1960,3071000.0,46.687,1706.0,Africa
Austria,AUT,1960,7071000.0,68.919,8508.0,Europe
Colombia,COL,1960,16058000.0,57.269,3377.0,South America
Niger,NER,1960,3389000.0,35.053000000000004,1361.0,Africa
Tanzania,TZA,1960,10052000.0,43.6,1360.0,Africa
Eswatini,SWZ,1960,337000.0,43.571999999999996,956.0,Africa
Morocco,MAR,1960,12329000.0,48.458,2476.0,Africa
Gabon,GAB,1960,501000.0,39.694,5342.0,Africa
India,IND,1960,450548000.0,41.422,1403.0,Asia
Rwanda,RWA,1960,2936000.0,42.61600000000001,728.0,Africa
Benin,BEN,1960,2432000.0,37.271,1281.0,Africa
Switzerland,CHE,1960,5281000.0,71.176,14627.0,Europe
Panama,PAN,1960,1133000.0,60.864,2380.0,North America
Comoros,COM,1960,191000.0,41.446999999999996,1103.0,Africa
