Country,Code,Year,Population,LifeExp,GDPperCap,Continent_Name
Lebanon,LBN,1984,2638000.0,68.689,9195.0,Asia
Uzbekistan,UZB,1984,17615000.0,65.796,4704.0,Asia
Croatia,HRV,1984,4693000.0,70.985,16178.0,Europe
Cambodia,KHM,1984,7448000.0,48.025,1017.0,Asia
El Salvador,SLV,1984,4871000.0,58.283,2644.0,North America
Bosnia and Herzegovina,BIH,1984,4351000.0,71.315,2292.0,Europe
Malta,MLT,1984,343000.0,74.381,9787.0,Europe
Chad,TCD,1984,4958000.0,45.903,913.0,Africa
Mozambique,MOZ,1984,12636000.0,43.637,445.0,Africa
Egypt,EGY,1984,47969000.0,61.091,4176.0,Africa
Lithuania,LTU,1984,3533000.0,70.986,11833.0,Europe
Gabon,GAB,1984,805000.0,58.443999999999996,12401.0,Africa
Hungary,HUN,1984,10617000.0,69.171,11135.0,Europe
Kuwait,KWT,1984,1652000.0,70.914,43703.0,Asia
Comoros,COM,1984,345000.0,53.221000000000004,2297.0,Africa
Luxembourg,LUX,1984,366000.0,73.37899999999999,23042.0,Europe
Puerto Rico,PRI,1984,3233000.0,74.22,18326.0,North America
Kenya,KEN,1984,19146000.0,59.093,2090.0,Africa
Tajikistan,TJK,1984,4398000.0,58.413000000000004,5776.0,Asia
Denmark,DNK,1984,5116000.0,74.521,21457.0,Europe
Liberia,LBR,1984,2112000.0,47.038000000000004,892.0,Africa
Moldova,MDA,1984,4176000.0,65.887,4565.0,Europe
Bahrain,BHR,1984,407000.0,70.957,16059.0,Asia
Sierra Leone,SLE,1984,3708000.0,40.506,1601.0,Africa
Italy,ITA,1984,56863000.0,75.348,19581.0,Europe
Cote d'Ivoire,CIV,1984,9530000.0,52.645,3035.0,Africa
Barbados,BRB,1984,255000.0,73.585,10389.0,North America
Cuba,CUB,1984,10032000.0,74.42699999999999,7356.0,North America
Romania,ROU,1984,22984000.0,69.67399999999999,6586.0,Europe
Poland,POL,1984,36864000.0,70.691,7020.0,Europe
Panama,PAN,1984,2170000.0,71.453,5918.0,North America
China,CHN,1984,1058172032.0,68.23100000000001,2120.0,Asia
Laos,LAO,1984,3586000.0,50.61,1120.0,Asia
Bolivia,BOL,1984,6054000.0,52.543,2140.0,South America
Armenia,ARM,1984,3286000.0,70.15,6727.0,Europe
Armenia,ARM,1984,3286000.0,70.15,6727.0,Asia
Mexico,MEX,1984,74353000.0,68.38,10433.0,North America
Belarus,BLR,1984,9837000.0,70.661,12285.0,Europe
Dominica,DMA,1984,74000.0,72.892,6029.0,North America
Israel,ISR,1984,3969000.0,75.008,17914.0,Asia
Germany,DEU,1984,77682000.0,74.074,21247.0,Europe
Latvia,LVA,1984,2564000.0,69.688,12790.0,Europe
Mauritius,MUS,1984,1008000.0,68.251,6930.0,Africa
Mauritania,MRT,1984,1731000.0,57.20399999999999,1743.0,Africa
Palestine,PSE,1984,1704000.0,65.126,2401.0,Asia
Sri Lanka,LKA,1984,15949000.0,69.057,2318.0,Asia
Burkina Faso,BFA,1984,7531000.0,48.992,1397.0,Africa
Honduras,HND,1984,4155000.0,62.858999999999995,2965.0,North America
Oman,OMN,1984,1431000.0,63.153,13146.0,Asia
Saint Lucia,LCA,1984,124000.0,69.407,4913.0,North America
Ukraine,UKR,1984,50749000.0,69.707,10493.0,Europe
Djibouti,DJI,1984,406000.0,55.174,3741.0,Africa
Ecuador,ECU,1984,8843000.0,65.814,5357.0,South America
Belgium,BEL,1984,9906000.0,74.327,19417.0,Europe
Nicaragua,NIC,1984,3643000.0,60.18899999999999,3032.0,North America
Brazil,BRA,1984,132384000.0,64.039,5041.0,South America
Bulgaria,BGR,1984,8969000.0,71.316,11855.0,Europe
Thailand,THA,1984,51095000.0,67.128,3794.0,Asia
Namibia,NAM,1984,1162000.0,58.933,4512.0,Africa
North Korea,PRK,1984,18590000.0,67.569,2513.0,Asia
France,FRA,1984,54965000.0,75.176,21192.0,Europe
Hong Kong,HKG,1984,5208000.0,76.053,18897.0,Asia
Gambia,GMB,1984,726000.0,49.348,2351.0,Africa
Libya,LBY,1984,3747000.0,66.235,27347.0,Africa
Ghana,GHA,1984,12406000.0,53.685,1575.0,Africa
Vietnam,VNM,1984,59513000.0,68.688,1106.0,Asia
Morocco,MAR,1984,22003000.0,60.717,4274.0,Africa
Switzerland,CHE,1984,6396000.0,76.46,29271.0,Europe
Chile,CHL,1984,12078000.0,71.282,6069.0,South America
Jamaica,JAM,1984,2306000.0,71.61399999999999,3987.0,North America
Cameroon,CMR,1984,9758000.0,52.997,2690.0,Africa
Australia,AUS,1984,15423000.0,75.415,23458.0,Oceania
North Macedonia,MKD,1984,1974000.0,69.442,8657.0,Europe
Pakistan,PAK,1984,89214000.0,58.213,2141.0,Asia
Venezuela,VEN,1984,16877000.0,69.497,9274.0,South America
Tunisia,TUN,1984,7135000.0,65.211,4455.0,Africa
Taiwan,TWN,1984,19036000.0,72.518,11740.0,Asia
Georgia,GEO,1984,5164000.0,69.954,12572.0,Europe
Georgia,GEO,1984,5164000.0,69.954,12572.0,Asia
Ireland,IRL,1984,3499000.0,73.488,12703.0,Europe
Dominican Republic,DOM,1984,6332000.0,64.32600000000001,4786.0,North America
Albania,ALB,1984,2904000.0,71.134,3588.0,Europe
Uganda,UGA,1984,14083000.0,49.303999999999995,920.0,Africa
Senegal,SEN,1984,6277000.0,52.946000000000005,1825.0,Africa
Iceland,ISL,1984,239000.0,77.07600000000001,27339.0,Europe
Honduras,HND,1985,4281000.0,63.643,2914.0,North America
Niger,NER,1985,6916000.0,41.24100000000001,972.0,Africa
Seychelles,SYC,1985,70000.0,70.76899999999999,10986.0,Africa
Mali,MLI,1985,7832000.0,43.17,742.0,Africa
Laos,LAO,1985,3688000.0,51.083999999999996,1248.0,Asia
Puerto Rico,PRI,1985,3263000.0,74.339,18525.0,North America
Burkina Faso,BFA,1985,7728000.0,49.323,1548.0,Africa
Guatemala,GTM,1985,8240000.0,59.661,3404.0,North America
Ukraine,UKR,1985,50919000.0,69.958,10395.0,Europe
Democratic Republic of Congo,COD,1985,29881000.0,47.705,1720.0,Africa
Trinidad and Tobago,TTO,1985,1170000.0,67.344,14081.0,North America
Cuba,CUB,1985,10098000.0,74.51100000000001,7455.0,North America
Djibouti,DJI,1985,426000.0,55.488,3633.0,Africa
Slovenia,SVN,1985,1945000.0,71.89399999999999,19044.0,Europe
Cyprus,CYP,1985,704000.0,75.718,16021.0,Europe
Cyprus,CYP,1985,704000.0,75.718,16021.0,Asia
Luxembourg,LUX,1985,367000.0,73.702,23644.0,Europe
Malta,MLT,1985,346000.0,74.82300000000001,10138.0,Europe
Qatar,QAT,1985,371000.0,74.53699999999999,48123.0,Asia
Madagascar,MDG,1985,10063000.0,49.693999999999996,1210.0,Africa
Sri Lanka,LKA,1985,16176000.0,69.079,2582.0,Asia
Guinea-Bissau,GNB,1985,872000.0,45.626999999999995,1244.0,Africa
Colombia,COL,1985,29951000.0,68.82300000000001,6331.0,South America
Netherlands,NLD,1985,14514000.0,76.462,22315.0,Europe
Vietnam,VNM,1985,60897000.0,68.972,1146.0,Asia
Cambodia,KHM,1985,7715000.0,50.563,1063.0,Asia
Mozambique,MOZ,1985,12764000.0,43.772,373.0,Africa
Panama,PAN,1985,2219000.0,71.732,5744.0,North America
Benin,BEN,1985,4279000.0,50.034,1776.0,Africa
Cape Verde,CPV,1985,312000.0,63.004,1901.0,Africa
Serbia,SRB,1985,9253000.0,70.679,8135.0,Europe
Angola,AGO,1985,9962000.0,45.107,2389.0,Africa
Paraguay,PRY,1985,3676000.0,67.723,3553.0,South America
Switzerland,CHE,1985,6435000.0,76.676,30172.0,Europe
Czechia,CZE,1985,10331000.0,71.044,18409.0,Europe
Armenia,ARM,1985,3336000.0,69.69800000000001,6929.0,Europe
Armenia,ARM,1985,3336000.0,69.69800000000001,6929.0,Asia
Pakistan,PAK,1985,92192000.0,58.54,2259.0,Asia
North Korea,PRK,1985,18877000.0,67.9,2564.0,Asia
Mauritania,MRT,1985,1780000.0,57.735,1767.0,Africa
Guinea,GIN,1985,5471000.0,45.52,1243.0,Africa
Russia,RUS,1985,142956992.0,68.48,18435.0,Asia
Hong Kong,HKG,1985,5287000.0,76.339,18111.0,Asia
Malaysia,MYS,1985,15599000.0,69.62100000000001,7273.0,Asia
Bangladesh,BGD,1985,90764000.0,55.21,1209.0,Asia
Myanmar,MMR,1985,37977000.0,54.97,1221.0,Asia
Uganda,UGA,1985,14559000.0,48.891999999999996,906.0,Africa
Denmark,DNK,1985,5114000.0,74.57300000000001,22087.0,Europe
South Korea,KOR,1985,40804000.0,68.851,7322.0,Asia
Burundi,BDI,1985,4751000.0,48.08,1250.0,Africa
Belgium,BEL,1985,9917000.0,74.598,18703.0,Europe
Gabon,GAB,1985,827000.0,59.153,11719.0,Africa
Sudan,SDN,1985,17210000.0,54.768,1721.0,Africa
Yemen,YEM,1985,9572000.0,54.12,2700.0,Asia
China,CHN,1985,1075588992.0,68.473,2310.0,Asia
United Kingdom,GBR,1985,56414000.0,74.669,20712.0,Europe
Gambia,GMB,1985,756000.0,49.998000000000005,2323.0,Africa
Georgia,GEO,1985,5211000.0,70.08800000000001,13282.0,Europe
Georgia,GEO,1985,5211000.0,70.08800000000001,13282.0,Asia
Taiwan,TWN,1985,19303000.0,72.767,11874.0,Asia
Venezuela,VEN,1985,17320000.0,69.715,8835.0,South America
United States,USA,1985,240500000.0,74.66199999999999,33024.0,North America
Australia,AUS,1985,15664000.0,75.639,24206.0,Oceania
Nigeria,NGA,1985,83563000.0,46.126999999999995,4961.0,Africa
Lithuania,LTU,1985,3562000.0,71.176,11398.0,Europe
Portugal,PRT,1985,9929000.0,73.381,9784.0,Europe
Philippines,PHL,1985,54276000.0,64.655,2679.0,Asia
Croatia,HRV,1985,4716000.0,71.226,16136.0,Europe
Haiti,HTI,1985,6337000.0,52.637,2638.0,North America
Kenya,KEN,1985,19877000.0,59.12,2078.0,Africa
Turkey,TUR,1985,49134000.0,61.681999999999995,8391.0,Europe
Turkey,TUR,1985,49134000.0,61.681999999999995,8391.0,Asia
Palestine,PSE,1985,1760000.0,65.70100000000001,2354.0,Asia
Mauritius,MUS,1985,1016000.0,68.381,6728.0,Africa
Bolivia,BOL,1985,6179000.0,53.115,2251.0,South America
Sao Tome and Principe,STP,1985,105000.0,59.442,2030.0,Africa
Kuwait,KWT,1985,1735000.0,71.167,39503.0,Asia
Kyrgyzstan,KGZ,1985,3993000.0,65.165,6442.0,Asia
Malawi,MWI,1985,7268000.0,45.606,1274.0,Africa
Poland,POL,1985,37134000.0,70.702,7396.0,Europe
Ghana,GHA,1985,12784000.0,54.126999999999995,1650.0,Africa
Uzbekistan,UZB,1985,18061000.0,66.059,4699.0,Asia
Syria,SYR,1985,10649000.0,68.508,4989.0,Asia
Dominica,DMA,1985,73000.0,73.392,5841.0,North America
Russia,RUS,1985,142956992.0,68.48,18435.0,Europe
Germany,DEU,1985,77692000.0,74.346,21377.0,Europe
Greece,GRC,1985,9968000.0,75.08800000000001,13302.0,Europe
Hungary,HUN,1985,10566000.0,69.21,10937.0,Europe
Comoros,COM,1985,355000.0,53.843,2134.0,Africa
Italy,ITA,1985,56937000.0,75.64699999999999,19859.0,Europe
Congo,COG,1985,2054000.0,55.26,4081.0,Africa
Senegal,SEN,1985,6471000.0,53.913999999999994,1967.0,Africa
El Salvador,SLV,1985,4937000.0,59.097,2633.0,North America
New Zealand,NZL,1985,3268000.0,74.055,17468.0,Oceania
Singapore,SGP,1985,2706000.0,73.925,11342.0,Asia
Jordan,JOR,1985,2900000.0,68.283,4761.0,Asia
Afghanistan,AFG,1985,11938000.0,46.761,2700.0,Asia
India,IND,1985,784360000.0,55.801,1021.0,Asia
Ireland,IRL,1985,3511000.0,73.705,12874.0,Europe
Albania,ALB,1985,2970000.0,71.388,3593.0,Europe
Chad,TCD,1985,5095000.0,46.162,977.0,Africa
Jamaica,JAM,1985,2336000.0,71.82300000000001,3515.0,North America
Bahrain,BHR,1985,419000.0,71.237,10496.0,Asia
Romania,ROU,1985,23071000.0,69.634,6896.0,Europe
Lesotho,LSO,1985,1526000.0,59.309,1212.0,Africa
Equatorial Guinea,GNQ,1985,352000.0,46.938,2778.0,Africa
Nicaragua,NIC,1985,3734000.0,60.761,3093.0,North America
Sierra Leone,SLE,1985,3805000.0,40.376999999999995,1558.0,Africa
Kazakhstan,KAZ,1985,15666000.0,66.97,11004.0,Asia
Iran,IRN,1985,47347000.0,55.196000000000005,6273.0,Asia
Slovakia,SVK,1985,5167000.0,70.757,14361.0,Europe
Oman,OMN,1985,1498000.0,63.915,14610.0,Asia
Chile,CHL,1985,12257000.0,71.737,6006.0,South America
Tajikistan,TJK,1985,4538000.0,58.847,5664.0,Asia
Zambia,ZMB,1985,6923000.0,52.72,1770.0,Africa
Tanzania,TZA,1985,21634000.0,50.726000000000006,2151.0,Africa
Bulgaria,BGR,1985,8975000.0,71.34899999999999,11787.0,Europe
Barbados,BRB,1985,256000.0,73.825,9299.0,North America
Eswatini,SWZ,1985,699000.0,59.748999999999995,3177.0,Africa
Libya,LBY,1985,3874000.0,66.64399999999999,29251.0,Africa
Austria,AUT,1985,7615000.0,74.139,18781.0,Europe
Moldova,MDA,1985,4216000.0,66.33,4083.0,Europe
Lebanon,LBN,1985,2652000.0,68.918,11305.0,Asia
Zimbabwe,ZWE,1985,8877000.0,61.356,3615.0,Africa
Ethiopia,ETH,1985,40652000.0,44.633,940.0,Africa
Montenegro,MNE,1985,614000.0,73.98100000000001,13889.0,Europe
Kazakhstan,KAZ,1985,15666000.0,66.97,11004.0,Europe
Nepal,NPL,1985,16858000.0,50.324,916.0,Asia
Belarus,BLR,1985,9901000.0,70.884,12333.0,Europe
Bosnia and Herzegovina,BIH,1985,4392000.0,71.53399999999999,2303.0,Europe
Brazil,BRA,1985,135274000.0,64.406,5207.0,South America
Sweden,SWE,1985,8358000.0,76.781,22781.0,Europe
Iceland,ISL,1985,242000.0,77.206,27171.0,Europe
Uruguay,URY,1985,3012000.0,71.583,7631.0,South America
Spain,ESP,1985,38734000.0,76.553,11538.0,Europe
Azerbaijan,AZE,1985,6666000.0,64.913,10677.0,Europe
Azerbaijan,AZE,1985,6666000.0,64.913,10677.0,Asia
Iraq,IRQ,1985,15556000.0,60.876999999999995,11435.0,Asia
South Africa,ZAF,1985,32679000.0,60.946000000000005,8100.0,Africa
Central African Republic,CAF,1985,2542000.0,49.966,1214.0,Africa
Argentina,ARG,1985,30216000.0,70.65,12313.0,South America
Cameroon,CMR,1985,10071000.0,53.273,2965.0,Africa
Tunisia,TUN,1985,7330000.0,65.831,4591.0,Africa
Algeria,DZA,1985,22432000.0,64.087,12809.0,Africa
Estonia,EST,1985,1522000.0,69.947,9780.0,Europe
France,FRA,1985,55255000.0,75.442,20830.0,Europe
Morocco,MAR,1985,22499000.0,61.468999999999994,4424.0,Africa
Turkmenistan,TKM,1985,3244000.0,62.426,6339.0,Asia
Norway,NOR,1985,4153000.0,76.12100000000001,28722.0,Europe
Liberia,LBR,1985,2146000.0,47.004,857.0,Africa
Saudi Arabia,SAU,1985,13119000.0,66.43,26203.0,Asia
North Macedonia,MKD,1985,1982000.0,69.76,8560.0,Europe
Canada,CAN,1985,25745000.0,76.388,27219.0,North America
Ecuador,ECU,1985,9066000.0,66.37100000000001,5358.0,South America
Rwanda,RWA,1985,6147000.0,51.685,1067.0,Africa
Namibia,NAM,1985,1198000.0,59.451,4262.0,Africa
Finland,FIN,1985,4911000.0,74.6,20173.0,Europe
Mexico,MEX,1985,75983000.0,68.809,10293.0,North America
Togo,TGO,1985,3253000.0,54.673,1402.0,Africa
Dominican Republic,DOM,1985,6464000.0,64.692,4805.0,North America
Japan,JPN,1985,121883000.0,77.827,19017.0,Asia
Peru,PER,1985,19773000.0,63.132,3566.0,South America
Thailand,THA,1985,52027000.0,67.911,3881.0,Asia
Cote d'Ivoire,CIV,1985,9918000.0,52.922,3315.0,Africa
Indonesia,IDN,1985,164982000.0,60.287,2578.0,Asia
Egypt,EGY,1985,49259000.0,61.806000000000004,4326.0,Africa
Botswana,BWA,1985,1070000.0,61.167,4031.0,Africa
Costa Rica,CRI,1985,2737000.0,74.429,7245.0,North America
Saint Lucia,LCA,1985,126000.0,69.69800000000001,4992.0,North America
Latvia,LVA,1985,2581000.0,69.94800000000001,12433.0,Europe
Mongolia,MNG,1985,1922000.0,58.391999999999996,2167.0,Asia
Israel,ISR,1985,4035000.0,75.267,17976.0,Asia
Turkmenistan,TKM,1986,3324000.0,62.605,6356.0,Asia
Libya,LBY,1986,3995000.0,67.03,25783.0,Africa
Croatia,HRV,1986,4738000.0,71.468,16538.0,Europe
Taiwan,TWN,1986,19560000.0,73.01,13425.0,Asia
Bulgaria,BGR,1986,8973000.0,71.37,11917.0,Europe
Gambia,GMB,1986,791000.0,50.577,2343.0,Africa
Zimbabwe,ZWE,1986,9200000.0,61.199,3492.0,Africa
Chile,CHL,1986,12446000.0,72.148,6179.0,South America
Cambodia,KHM,1986,7961000.0,51.916000000000004,1091.0,Asia
Vietnam,VNM,1986,62294000.0,69.293,1151.0,Asia
Zambia,ZMB,1986,7147000.0,52.402,1430.0,Africa
Kenya,KEN,1986,20623000.0,59.01,2184.0,Africa
Sri Lanka,LKA,1986,16409000.0,69.086,2827.0,Asia
Colombia,COL,1986,30572000.0,69.065,6592.0,South America
Brazil,BRA,1986,138108992.0,64.782,5835.0,South America
Norway,NOR,1986,4169000.0,76.19,26848.0,Europe
Israel,ISR,1986,4101000.0,75.532,19112.0,Asia
Belgium,BEL,1986,9929000.0,74.867,19640.0,Europe
Saint Lucia,LCA,1986,128000.0,69.985,5574.0,North America
France,FRA,1986,55545000.0,75.71300000000001,21857.0,Europe
Senegal,SEN,1986,6671000.0,54.813,2005.0,Africa
Egypt,EGY,1986,50602000.0,62.486999999999995,4315.0,Africa
Switzerland,CHE,1986,6473000.0,76.887,31589.0,Europe
Nicaragua,NIC,1986,3823000.0,61.394,2952.0,North America
Sierra Leone,SLE,1986,3917000.0,40.147,1500.0,Africa
Montenegro,MNE,1986,616000.0,74.116,14274.0,Europe
Jamaica,JAM,1986,2358000.0,72.056,4024.0,North America
North Korea,PRK,1986,19157000.0,68.28399999999999,2559.0,Asia
Albania,ALB,1986,3044000.0,71.605,3583.0,Europe
Venezuela,VEN,1986,17772000.0,69.923,7953.0,South America
Panama,PAN,1986,2269000.0,72.0,6414.0,North America
Bolivia,BOL,1986,6309000.0,53.695,2206.0,South America
Mauritius,MUS,1986,1023000.0,68.502,7344.0,Africa
Gabon,GAB,1986,850000.0,59.766999999999996,8386.0,Africa
Hungary,HUN,1986,10519000.0,69.257,11494.0,Europe
Lithuania,LTU,1986,3594000.0,71.29899999999999,11723.0,Europe
Austria,AUT,1986,7625000.0,74.469,19626.0,Europe
Italy,ITA,1986,56984000.0,75.937,21184.0,Europe
Dominica,DMA,1986,73000.0,73.78699999999999,6476.0,North America
Ireland,IRL,1986,3516000.0,73.921,13351.0,Europe
Palestine,PSE,1986,1818000.0,66.234,2806.0,Asia
Slovakia,SVK,1986,5194000.0,70.82600000000001,14881.0,Europe
Djibouti,DJI,1986,454000.0,55.772,3560.0,Africa
Iran,IRN,1986,49260000.0,56.828,5474.0,Asia
Honduras,HND,1986,4410000.0,64.382,3015.0,North America
Cote d'Ivoire,CIV,1986,10307000.0,53.138999999999996,3317.0,Africa
Burkina Faso,BFA,1986,7931000.0,49.492,1713.0,Africa
Namibia,NAM,1986,1240000.0,60.007,4254.0,Africa
Cuba,CUB,1986,10184000.0,74.566,7392.0,North America
Uzbekistan,UZB,1986,18516000.0,66.27,4518.0,Asia
Ecuador,ECU,1986,9292000.0,66.911,4969.0,South America
Trinidad and Tobago,TTO,1986,1183000.0,67.507,12122.0,North America
Lebanon,LBN,1986,2661000.0,69.163,10430.0,Asia
Peru,PER,1986,20230000.0,63.731,4047.0,South America
Pakistan,PAK,1986,95215000.0,58.863,2292.0,Asia
Mexico,MEX,1986,77599000.0,69.232,9431.0,North America
Czechia,CZE,1986,10327000.0,71.18,18917.0,Europe
Romania,ROU,1986,23175000.0,69.595,7073.0,Europe
Germany,DEU,1986,77806000.0,74.604,22858.0,Europe
Laos,LAO,1986,3794000.0,51.566,1275.0,Asia
Chad,TCD,1986,5247000.0,46.397,1006.0,Africa
Morocco,MAR,1986,22980000.0,62.188,4649.0,Africa
Luxembourg,LUX,1986,369000.0,74.01899999999999,26995.0,Europe
Congo,COG,1986,2112000.0,55.294,2616.0,Africa
North Macedonia,MKD,1986,1988000.0,70.094,9128.0,Europe
Thailand,THA,1986,52980000.0,68.641,3906.0,Asia
Mozambique,MOZ,1986,12809000.0,43.975,470.0,Africa
Malta,MLT,1986,349000.0,75.285,10555.0,Europe
Kuwait,KWT,1986,1832000.0,71.398,30394.0,Asia
Denmark,DNK,1986,5115000.0,74.632,23665.0,Europe
Tajikistan,TJK,1986,4687000.0,59.183,5616.0,Asia
Uganda,UGA,1986,15070000.0,48.378,876.0,Africa
El Salvador,SLV,1986,5002000.0,60.025,2782.0,North America
China,CHN,1986,1095014016.0,68.673,2409.0,Asia
Dominican Republic,DOM,1986,6597000.0,65.065,4911.0,North America
Comoros,COM,1986,366000.0,54.446000000000005,2067.0,Africa
Barbados,BRB,1986,257000.0,74.029,11427.0,North America
Moldova,MDA,1986,4255000.0,66.77199999999999,4317.0,Europe
Netherlands,NLD,1986,14596000.0,76.57600000000001,22824.0,Europe
Bahrain,BHR,1986,433000.0,71.49600000000001,12797.0,Asia
Guinea,GIN,1986,5629000.0,46.503,1222.0,Africa
Belarus,BLR,1986,9965000.0,71.064,12591.0,Europe
Liberia,LBR,1986,2158000.0,46.861999999999995,812.0,Africa
Puerto Rico,PRI,1986,3292000.0,74.42,19856.0,North America
Haiti,HTI,1986,6479000.0,52.97,2570.0,North America
Ethiopia,ETH,1986,41966000.0,45.147,983.0,Africa
Oman,OMN,1986,1561000.0,64.638,10532.0,Asia
Syria,SYR,1986,11004000.0,68.98100000000001,4544.0,Asia
Argentina,ARG,1986,30699000.0,70.825,13077.0,South America
United States,USA,1986,242763008.0,74.765,33851.0,North America
New Zealand,NZL,1986,3290000.0,74.226,18425.0,Oceania
Azerbaijan,AZE,1986,6779000.0,65.016,10808.0,Europe
Azerbaijan,AZE,1986,6779000.0,65.016,10808.0,Asia
Sudan,SDN,1986,17757000.0,54.901,1643.0,Africa
Sweden,SWE,1986,8385000.0,76.938,23913.0,Europe
Burundi,BDI,1986,4887000.0,48.243,1298.0,Africa
Portugal,PRT,1986,9926000.0,73.664,10780.0,Europe
Saudi Arabia,SAU,1986,13794000.0,67.028,16501.0,Asia
Cape Verde,CPV,1986,317000.0,63.338,2147.0,Africa
Nigeria,NGA,1986,85766000.0,46.101000000000006,4632.0,Africa
Philippines,PHL,1986,55755000.0,64.895,2781.0,Asia
Canada,CAN,1986,26076000.0,76.581,27211.0,North America
Turkey,TUR,1986,50129000.0,62.231,8792.0,Europe
Turkey,TUR,1986,50129000.0,62.231,8792.0,Asia
Malaysia,MYS,1986,16044000.0,69.866,6446.0,Asia
Iraq,IRQ,1986,15910000.0,61.979,11040.0,Asia
Seychelles,SYC,1986,70000.0,70.797,10908.0,Africa
Ukraine,UKR,1986,51077000.0,70.166,10418.0,Europe
Singapore,SGP,1986,2762000.0,74.342,11492.0,Asia
Afghanistan,AFG,1986,11736000.0,47.486000000000004,2779.0,Asia
Myanmar,MMR,1986,38698000.0,55.375,1201.0,Asia
Botswana,BWA,1986,1111000.0,61.227,4228.0,Africa
Yemen,YEM,1986,9941000.0,54.958999999999996,2675.0,Asia
Spain,ESP,1986,38856000.0,76.696,12383.0,Europe
Sao Tome and Principe,STP,1986,107000.0,59.161,1932.0,Africa
Guatemala,GTM,1986,8439000.0,60.176,3469.0,North America
Madagascar,MDG,1986,10352000.0,49.781000000000006,1171.0,Africa
Malawi,MWI,1986,7666000.0,45.746,1133.0,Africa
Uruguay,URY,1986,3031000.0,71.804,8612.0,South America
Serbia,SRB,1986,9306000.0,70.86399999999999,8391.0,Europe
Tanzania,TZA,1986,22296000.0,50.725,1483.0,Africa
Equatorial Guinea,GNQ,1986,369000.0,47.293,2645.0,Africa
Paraguay,PRY,1986,3783000.0,67.85,3435.0,South America
Qatar,QAT,1986,398000.0,74.821,27008.0,Asia
India,IND,1986,801974976.0,56.169,1054.0,Asia
Cyprus,CYP,1986,712000.0,75.893,16558.0,Europe
Cyprus,CYP,1986,712000.0,75.893,16558.0,Asia
South Korea,KOR,1986,41265000.0,69.441,8519.0,Asia
Eswatini,SWZ,1986,724000.0,60.46,4091.0,Africa
Algeria,DZA,1986,23102000.0,64.884,10761.0,Africa
Central African Republic,CAF,1986,2598000.0,49.912,1176.0,Africa
Costa Rica,CRI,1986,2810000.0,74.738,7800.0,North America
Kazakhstan,KAZ,1986,15853000.0,67.215,11033.0,Europe
Kazakhstan,KAZ,1986,15853000.0,67.215,11033.0,Asia
United Kingdom,GBR,1986,56523000.0,74.863,21303.0,Europe
Poland,POL,1986,37360000.0,70.705,7753.0,Europe
Ghana,GHA,1986,13165000.0,54.622,1636.0,Africa
Latvia,LVA,1986,2602000.0,70.09100000000001,12664.0,Europe
Georgia,GEO,1986,5267000.0,70.226,13253.0,Europe
Rwanda,RWA,1986,6444000.0,50.233000000000004,1090.0,Africa
Georgia,GEO,1986,5267000.0,70.226,13253.0,Asia
Armenia,ARM,1986,3392000.0,69.205,6868.0,Europe
Armenia,ARM,1986,3392000.0,69.205,6868.0,Asia
Hong Kong,HKG,1986,5373000.0,76.593,19872.0,Asia
Cameroon,CMR,1986,10395000.0,53.476000000000006,3103.0,Africa
Iceland,ISL,1986,244000.0,77.36,29382.0,Europe
Mauritania,MRT,1986,1830000.0,58.226000000000006,1833.0,Africa
Tunisia,TUN,1986,7518000.0,66.414,4553.0,Africa
Bangladesh,BGD,1986,93188000.0,55.772,1201.0,Asia
Australia,AUS,1986,15918000.0,75.868,24308.0,Oceania
Mongolia,MNG,1986,1976000.0,58.836000000000006,2303.0,Asia
Bosnia and Herzegovina,BIH,1986,4436000.0,71.65,2367.0,Europe
Kyrgyzstan,KGZ,1986,4075000.0,65.539,6210.0,Asia
Benin,BEN,1986,4405000.0,50.79,1529.0,Africa
Mali,MLI,1986,7953000.0,43.75899999999999,722.0,Africa
Estonia,EST,1986,1536000.0,70.062,9973.0,Europe
Japan,JPN,1986,122509000.0,78.111,20373.0,Asia
Togo,TGO,1986,3363000.0,55.028,1414.0,Africa
Jordan,JOR,1986,3015000.0,68.649,4987.0,Asia
Democratic Republic of Congo,COD,1986,30684000.0,47.955,1568.0,Africa
Niger,NER,1986,7119000.0,41.653999999999996,1018.0,Africa
Indonesia,IDN,1986,168374000.0,60.7,2579.0,Asia
Slovenia,SVN,1986,1963000.0,72.173,19466.0,Europe
Nepal,NPL,1986,17240000.0,51.095,962.0,Asia
Finland,FIN,1986,4930000.0,74.69800000000001,21076.0,Europe
Greece,GRC,1986,10015000.0,75.339,14123.0,Europe
South Africa,ZAF,1986,33496000.0,61.54,7762.0,Africa
Lesotho,LSO,1986,1562000.0,59.632,1303.0,Africa
Russia,RUS,1986,143995008.0,68.709,18760.0,Europe
Russia,RUS,1986,143995008.0,68.709,18760.0,Asia
Angola,AGO,1986,10320000.0,45.213,1771.0,Africa
Guinea-Bissau,GNB,1986,893000.0,45.907,1203.0,Africa
Angola,AGO,1987,10689000.0,45.283,1986.0,Africa
Trinidad and Tobago,TTO,1987,1195000.0,67.666,10628.0,North America
Croatia,HRV,1987,4758000.0,71.7,16475.0,Europe
Sudan,SDN,1987,18303000.0,55.038999999999994,1683.0,Africa
El Salvador,SLV,1987,5068000.0,61.023999999999994,2744.0,North America
